Car_model, Car_version,Price(Rs),DIMENSIONS_Length(mm),DIMENSIONS_Width(mm),DIMENSIONS_Height(mm),DIMENSIONS_Wheelbase(mm), DIMENSIONS_Ground Clearance(mm),DIMENSIONS_Kerb Weight(kg),DIMENSIONS_Boot Capacity(litres),ENGINE/MOTOR_Fuel Type Propulsion,ENGINE/MOTOR_Engine Installation,ENGINE/MOTOR_Engine Displacement(cc),ENGINE/MOTOR_Engine Type,ENGINE/MOTOR_Max Engine Power,ENGINE/MOTOR_Max Engine Torque,TRANSMISSION_Drive Layout,TRANSMISSION_Gearbox Type,TRANSMISSION_Number Of Gears,TRANSMISSION_Selectable Differential Lock,FUEL ECONOMY/RANGE_Fuel Tank Capacity,FUEL ECONOMY/RANGE_Official Fuel Economy(KPL),SUSPENSION_Front Suspension Type,SUSPENSION_Front Springs,SUSPENSION_Rear Suspension Type,SUSPENSION_Rear Springs,SUSPENSION_Damper Control,SUSPENSION_Ride Height Adjust,STEERING_Type Of Power Assist,STEERING_Steering Adjust,STEERING_Steering Adjust Type,STEERING_Turning Radius(m),WHEELS AND TYRES_Wheels,WHEELS AND TYRES_Wheel Size,WHEELS AND TYRES_Front Tyre Size,WHEELS AND TYRES_Rear Tyre Size,WHEELS AND TYRES_Spare Wheel,BRAKES_Front Brakes,BRAKES_Rear Brakes,SAFETY_Airbags,SAFETY_Anti Lock Brakes Abs,SAFETY_Electronic Parking Brake,SAFETY_Hill Start Assist,SAFETY_Hill Descent Control,SAFETY_Anti Pinch Power Windows,SAFETY_Central Locking,SAFETY_Speed Sensing Auto Door Locks,SAFETY_Child Safety Lock,SAFETY_Isofix Child Seat Mounts,SAFETY_Automatic Headlamps,SAFETY_Automatic Wipers,SAFETY_Rear Washer Wiper,SAFETY_Rear Defogger,SAFETY_Day Night Interior Mirror,SAFETY_Parking Sensors,SAFETY_Parking Camera,SAFETY_Tyre Pressure Monitoring System,SAFETY_Blind Spot Monitor,SAFETY_Adaptive Cruise Control,EXTERIOR_Body Coloured Bumpers,EXTERIOR_Projector Headlamps,EXTERIOR_Headlight Type,EXTERIOR_Daytime Running Lights,EXTERIOR_Front Fog Lamps,SEATS AND UPHOLSTERY_Seats,SEATS AND UPHOLSTERY_Leather Wrapped Steering Wheel,SEATS AND UPHOLSTERY_Leather Wrapped Gear Knob,SEATS AND UPHOLSTERY_Drivers Seat Height Adjust,SEATS AND UPHOLSTERY_Electric Adjust For Drivers Seat,SEATS AND UPHOLSTERY_Drivers Seat Memory,SEATS AND UPHOLSTERY_Front Passenger Seat Height Adjust,SEATS AND UPHOLSTERY_Electric Adjust For Front Passenger Seat,SEATS AND UPHOLSTERY_Front Passenger Seat Memory,SEATS AND UPHOLSTERY_Adjustable Front Headrests,SEATS AND UPHOLSTERY_Ventilated Seats,SEATS AND UPHOLSTERY_Heated Seats,SEATS AND UPHOLSTERY_Massage Seats,SEATS AND UPHOLSTERY_Front Seat Armrest,SEATS AND UPHOLSTERY_Rear Seat Armrest,SEATS AND UPHOLSTERY_Adjustable Rear Headrests,SEATS AND UPHOLSTERY_Individual Chairs At Rear,SEATS AND UPHOLSTERY_Rear Seat Backrest Recline,SEATS AND UPHOLSTERY_Rear Seat Backrest Fold,SEATS AND UPHOLSTERY_Rear Seat Backrest Split,SEATS AND UPHOLSTERY_Third Row Seats,INFOTAINMENT_Audio System,INFOTAINMENT_Cd Player,INFOTAINMENT_Usb Input,INFOTAINMENT_Aux Input,INFOTAINMENT_Bluetooth Audio Streaming,INFOTAINMENT_Bluetooth Telephone Function,INFOTAINMENT_Steering Audio Controls,INFOTAINMENT_Steering Phone Controls,INFOTAINMENT_Wireless Phone Charging,INFOTAINMENT_Display,INFOTAINMENT_Android Auto,INFOTAINMENT_Apple Carplay,INFOTAINMENT_Satellite Navigation,INFOTAINMENT_Voice Coands,INFOTAINMENT_Gesture Controls,INFOTAINMENT_Touchpad,INFOTAINMENT_Rear Entertainment Screens,COMFORT AND CONVENIENCE_Power Windows,COMFORT AND CONVENIENCE_Power Windows With One Touch Down,COMFORT AND CONVENIENCE_Power Windows With One Touch Up,COMFORT AND CONVENIENCE_Exterior Mirrors Electric Adjust,COMFORT AND CONVENIENCE_Exterior Mirrors Electric Fold,COMFORT AND CONVENIENCE_Remote Locking,COMFORT AND CONVENIENCE_Keyless Entry,COMFORT AND CONVENIENCE_Push Button Start,COMFORT AND CONVENIENCE_Climate Control,COMFORT AND CONVENIENCE_Rear Ac Vents,COMFORT AND CONVENIENCE_Third Row Ac Vents,COMFORT AND CONVENIENCE_Front Passenger Seat Adjust From Rear,COMFORT AND CONVENIENCE_Rear Window Sun Shades,COMFORT AND CONVENIENCE_Rear Windscreen Sun Shade,COMFORT AND CONVENIENCE_Rear Power Outlet,COMFORT AND CONVENIENCE_Sunroof,COMFORT AND CONVENIENCE_Configurable Ambient Lighting,COMFORT AND CONVENIENCE_Driving Modes,COMFORT AND CONVENIENCE_Cruise Control,COMFORT AND CONVENIENCE_Auto Parking,COMFORT AND CONVENIENCE_Launch Control,COMFORT AND CONVENIENCE_Dead Pedal,COMFORT AND CONVENIENCE_Hands Free Boot Opening,INSTRUMENTATION_Speedometer,INSTRUMENTATION_Tachometer,INSTRUMENTATION_Trip Meter,INSTRUMENTATION_Average Fuel Consumption,INSTRUMENTATION_Distance To Empty,INSTRUMENTATION_Low Fuel Level Warning,INSTRUMENTATION_Gear Indicator,INSTRUMENTATION_Shift Indicator,INSTRUMENTATION_Head Up Display,FUEL ECONOMY/RANGE_Auto Start Stop,ENGINE/MOTOR_Motor Type,ENGINE/MOTOR_Max Motor Power,ENGINE/MOTOR_Max Motor Torque,FUEL ECONOMY/RANGE_Battery Capacity,FUEL ECONOMY/RANGE_Claimed Range,FUEL ECONOMY/RANGE_Charging Time,SAFETY_Electronic Brakeforce Distribution Ebd,SAFETY_Brake Assist Ba,SAFETY_Traction Control,SAFETY_Electronic Stability Control,INFOTAINMENT_Mirrorlink,INFOTAINMENT_Web Browser,INFOTAINMENT_Video Player,INSTRUMENTATION_Average Speed,INSTRUMENTATION_Instantaneous Consumption,TRANSMISSION_Sport Mode Automatic Gearbox,TRANSMISSION_Manual Shifts Via Gear Lever Automatic Gearbox,TRANSMISSION_Paddle Shifters Automatic Gearbox,PERFORMANCE AS TESTED_Performance 0 to 100 kph,PERFORMANCE AS TESTED_Performance 20 to 80 kph Third Gear Kickdown,PERFORMANCE AS TESTED_Performance 40 to 100 kph Fourth Gear Kickdown,FUEL ECONOMY/RANGE_City Fuel Economy Tested,FUEL ECONOMY/RANGE_Highway Fuel Economy Tested,ENGINE/MOTOR_Combined Max Power,SEATS AND UPHOLSTERY_Third Row Seats Fold,SEATS AND UPHOLSTERY_Third Row Seats Split,FUEL ECONOMY/RANGE_Cng Lpg Tank Capacity,ENGINE/MOTOR_Combined Max Torque,ENGINE/MOTOR_Max Engine Power Cng,ENGINE/MOTOR_Max Engine Torque Cng
Jeep Grand Cherokee, 2.0 Petrol Limited (O)  ,9082000,4914,1979,1792,2964,215,2097,,Petrol,Front,1995,4 cyls,272hp at 5200rpm,400Nm at 3000rpm,All-Wheel Drive,Torque Converter Auto,8,,87,,"Independent, Multi-link",Coil Springs,"Independent, Multi-link",Coil Springs,NO,NO,Electric,Tilt and Telescopic,Powered,,Alloys,20-inches,265/50 R20,265/50 R20,Space-saver,Disc,Discs,8,1,1,1,1,1,1,1,1,1,1,1,1,1,Auto,Front and Rear,360-degree,1,1,1,1,1,LED,LED,1,Leather,1,0,1,1,1,1,1,0,1,Front,Front and Rear,No,1,1,1,No,Yes,1,1,0,1,0,1,1,1,1,1,1,1,10.1-inch Touchscreen,1,1,Onboard,1,0,0,0,Front and Rear,Front,Front,1,1,1,1,1,Auto 2-zone,1,0,0,,0,1,Panoramic,1,1,1,0,0,1,1,Digital,Digital,1,1,1,1,1,0,1,YES,,,,,,,1,1,1,1,0,0,1,1,1,YES,NO,YES,,,,,,,,,,,,
Jeep Meridian, 2.0 Diesel Limited (O) AT  ,4086000,4769,1859,1698,2782,,1816,824,Diesel,Front,1956,"4 cyls, Turbocharged",170hp at 3750rpm,350Nm at 1750-2500rpm,Front-Wheel Drive,Torque Converter Auto,9,YES,60,15.7,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,YES,NO,Hydraulic,Tilt and Telescopic,Manual,,Alloys,18-inches,245/60 R18,245/60 R18,Space-saver,Disc,Discs,6,1,1,1,0,,1,1,1,1,1,1,1,1,Auto,Front and Rear,360-degree,1,1,0,1,1,LED,Yes,1,Leather,1,1,1,1,1,1,1,0,1,Yes,Yes,No,1,1,1,No,Yes,1,1,1,1,0,1,0,1,1,1,1,1,10.1-inch Touchscreen,1,1,Onboard,1,0,0,0,Front and Rear,Front,Front,1,1,1,1,1,Auto 2-zone,1,1,0,0,0,1,Yes,0,0,1,0,0,1,1,Digital,Digital,1,1,1,1,1,0,0,NO,,,,,,,1,1,1,1,0,0,,1,1,NO,NO,NO,,,,,,,1,1,,,,
Jeep Meridian, 2.0 Diesel Limited (O) AT 4WD  ,4399000,4769,1859,1698,2782,,1890,824,Diesel,Front,1956,"4 cyls, Turbocharged",170hp at 3750rpm,350Nm at 1750-2500rpm,Four-Wheel Drive,Torque Converter Auto,9,YES,60,14.9,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,YES,NO,Hydraulic,Tilt and Telescopic,Manual,,Alloys,18-inches,245/60 R18,245/60 R18,Space-saver,Disc,Discs,6,1,1,1,1,,1,1,1,1,1,1,1,1,Auto,Front and Rear,360-degree,1,1,0,1,1,LED,Yes,1,Leather,1,1,1,1,1,1,1,0,1,Yes,Yes,No,1,1,1,No,Yes,1,1,1,1,0,1,0,1,1,1,1,1,10.1-inch Touchscreen,1,1,Onboard,1,0,0,0,Front and Rear,Front,Front,1,1,1,1,1,Auto 2-zone,1,1,0,0,0,1,Yes,0,1,1,0,0,1,1,Digital,Digital,1,1,1,1,1,0,0,NO,,,,,,,1,1,1,1,0,0,,1,1,NO,NO,NO,,,,,,,1,1,,,,
Jeep Meridian, 2.0 Diesel Limited (O) MT  ,3862000,4769,1859,1698,2782,,1796,824,Diesel,Front,1956,"4 cyls, Turbocharged",170hp at 3750rpm,350Nm at 1750-2500rpm,Front-Wheel Drive,Manual,6,YES,60,16.2,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,YES,NO,Hydraulic,Tilt and Telescopic,Manual,,Alloys,18-inches,245/60 R18,245/60 R18,Space-saver,Disc,Discs,6,1,1,1,0,,1,1,1,1,1,1,1,1,Auto,Front and Rear,360-degree,1,1,0,1,1,LED,Yes,1,Leather,1,0,1,1,1,1,1,0,1,Yes,Yes,No,1,1,1,No,Yes,1,1,1,1,0,1,0,1,1,1,1,1,10.1-inch Touchscreen,1,1,Onboard,1,0,0,0,Front and Rear,Front,Front,1,1,1,1,1,Auto 2-zone,1,1,0,0,0,1,Yes,0,0,0,0,0,1,1,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,,1,1,NO,NO,NO,,,,,,,1,1,,,,
Jeep Meridian, 2.0 Diesel Limited AT  ,3791000,4769,1859,1698,2782,,1780,824,Diesel,Front,1956,"4 cyls, Turbocharged",170hp at 3750rpm,350Nm at 1750-2500rpm,Front-Wheel Drive,Torque Converter Auto,9,YES,60,15.7,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,YES,NO,Hydraulic,Tilt and Telescopic,Manual,,Alloys,18-inches,245/60 R18,245/60 R18,Space-saver,Disc,Discs,6,1,1,1,0,,1,1,1,1,1,1,1,1,Auto,Front and Rear,Rear,1,1,0,1,1,LED,Yes,1,Leather,1,1,1,0,0,1,1,0,1,No,No,No,1,1,1,No,Yes,1,1,1,1,0,1,0,1,1,1,1,1,10.1-inch Touchscreen,1,1,Onboard,1,0,0,0,Front and Rear,Front,Front,1,1,1,1,1,Auto 2-zone,1,1,0,0,0,1,No,0,0,1,0,0,1,0,Digital,Digital,1,1,1,1,1,0,0,NO,,,,,,,1,1,1,1,0,0,,1,1,NO,NO,NO,,,,,,,1,1,,,,
Jeep Meridian, 2.0 Diesel Limited MT  ,3567000,4769,1859,1698,2782,,1766,824,Diesel,Front,1956,"4 cyls, Turbocharged",170hp at 3750rpm,350Nm at 1750-2500rpm,Front-Wheel Drive,Manual,6,YES,60,16.2,"Independent, MacPherson Strut",Coil Springs,"Independent, Multi-link",Coil Springs,YES,NO,Hydraulic,Tilt and Telescopic,Manual,,Alloys,18-inches,245/60 R18,245/60 R18,Space-saver,Disc,Discs,6,1,1,1,0,,1,1,1,1,1,1,1,1,Auto,Front and Rear,Rear,1,1,0,1,1,LED,Yes,1,Leather,1,0,1,0,0,1,1,0,1,No,No,No,1,1,1,No,Yes,1,1,1,1,0,1,0,1,1,1,1,1,10.1-inch Touchscreen,1,1,Onboard,1,0,0,0,Front and Rear,Front,Front,1,1,1,1,1,Auto 2-zone,1,1,0,0,0,1,No,0,0,0,0,0,1,0,Digital,Digital,1,1,1,1,1,1,0,NO,,,,,,,1,1,1,1,0,0,,1,1,NO,NO,NO,,,,,,,1,1,,,,
Jeep Wrangler, 2.0 Petrol  ,7400000,4882,1894,1838,3008,215,1960,898,Petrol,Front,1999,"4 cyls, Turbocharged",268hp at 5250rpm,400Nm at 3000rpm,Four-Wheel Drive,Torque Converter Auto,8,NO,81,,"Non-independent, 5-link, solid axle",Coil Springs,"Non-independent, 5-link, solid axle",Coil Springs,NO,NO,Hydraulic,Tilt,Manual,,Alloys,18-inches,255/70 R18,255/70 R18,Full-size,Discs,Discs,4,1,0,1,1,,1,1,1,1,1,0,1,1,Auto,Rear,Rear,1,0,0,0,0,LED,LED,1,Leather,1,1,1,0,0,0,0,0,1,No,No,No,1,1,1,No,No,1,1,0,1,0,1,1,1,1,1,1,0,8.4-inch Touchscreen,1,1,Onboard,1,0,0,0,Front and Rear,Front,Front,1,1,1,1,1,Auto 2-zone,1,0,0,0,0,1,No,0,0,1,0,0,0,0,Analog,Analog,1,1,1,1,1,0,0,YES,,,,,,,1,1,1,1,0,0,0,1,1,NO,YES,NO,,,,,,,,,,,,
Kia Carens, 1.4 turbo-petrol Luxury (7-seat)  ,1747000,4540,1800,1708,2780,195,,216,Petrol,Front,1353,"4 cyls, Turbocharged",140hp at 6000rpm,242Nm at 1500-3200rpm,Front-Wheel Drive,Manual,6,NO,45,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,,Alloys,16-inches,205/65 R16,205/65 R16,Full-size,Discs,Discs,6,1,0,1,1,,1,1,1,1,1,0,1,1,Auto,Front and Rear,Rear,1,1,1,1,0,LED,LED,1,Leatherette,1,0,1,0,0,0,0,0,1,No,No,No,1,1,1,No,Manual,1,1,1,1,0,1,0,1,1,1,1,0,10.25-inch Touchscreen,1,1,Onboard,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,1,0,,0,1,No,1,0,1,0,0,1,0,Digital,Digital,1,1,1,1,0,1,0,NO,,,,,,,1,1,0,1,0,0,1,0,1,,,,9.71 s,,,,,,1,1,,,,
Kia Carens, 1.4 turbo-petrol Luxury Plus (6-seat)  ,1886000,4540,1800,1708,2780,195,,216,Petrol,Front,1353,"4 cyls, Turbocharged",140hp at 6000rpm,242Nm at 1500-3200rpm,Front-Wheel Drive,Manual,6,NO,45,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,,Alloys,16-inches,205/65 R16,205/65 R16,Full-size,Discs,Discs,6,1,0,1,1,,1,1,1,1,1,1,1,1,Auto,Front and Rear,Rear,1,1,1,1,0,LED,LED,1,Leatherette,1,0,1,0,0,0,0,0,1,Front,No,No,1,1,1,Yes,Manual,1,,1,1,0,1,0,1,1,1,1,1,10.25-inch Touchscreen,1,1,Onboard,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,1,0,,0,1,Yes,1,0,1,0,0,1,0,Digital,Digital,1,1,1,1,0,1,0,NO,,,,,,,1,1,0,1,0,0,1,0,1,,,,9.71 s,,,,,,1,1,,,,
Kia Carens, 1.4 turbo-petrol Luxury Plus (7-seat)  ,1886000,4540,1800,1708,2780,195,,216,Petrol,Front,1353,"4 cyls, Turbocharged",140hp at 6000rpm,242Nm at 1500-3200rpm,Front-Wheel Drive,Manual,6,NO,45,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,,Alloys,16-inches,205/65 R16,205/65 R16,Full-size,Discs,Discs,6,1,0,1,1,,1,1,1,1,1,1,1,1,Auto,Front and Rear,Rear,1,1,1,1,0,LED,LED,1,Leatherette,1,0,1,0,0,0,0,0,1,Front,No,No,1,1,1,No,Manual,1,1,1,1,0,1,0,1,1,1,1,1,10.25-inch Touchscreen,1,1,Onboard,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,1,0,,0,1,Yes,1,0,1,0,0,1,0,Digital,Digital,1,1,1,1,0,1,0,NO,,,,,,,1,1,0,1,0,0,1,0,1,,,,9.71 s,,,,,,1,1,,,,
Kia Carens, 1.4 turbo-petrol Luxury Plus DCT (6-seat)  ,1978000,4540,1800,1708,2780,195,,216,Petrol,Front,1353,"4 cyls, Turbocharged",140hp at 6000rpm,242Nm at 1500-3200rpm,Front-Wheel Drive,Dual-Clutch Auto,7,NO,45,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,,Alloys,16-inches,205/65 R16,205/65 R16,Full-size,Discs,Discs,6,1,0,1,1,,1,1,1,1,1,1,1,1,Auto,Front and Rear,Rear,1,1,1,1,0,LED,LED,1,Leatherette,1,0,1,0,0,0,0,0,1,Front,No,No,1,1,1,Yes,Manual,1,,1,1,0,1,0,1,1,1,1,1,10.25-inch Touchscreen,1,1,Onboard,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,1,0,,0,1,Yes,1,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,0,0,NO,,,,,,,1,1,0,1,0,0,1,0,1,YES,YES,YES,10.18 s,,,,,,1,1,,,,
Kia Carens, 1.4 turbo-petrol Luxury Plus DCT (7-seat)  ,1978000,4540,1800,1708,2780,195,,216,Petrol,Front,1353,"4 cyls, Turbocharged",140hp at 6000rpm,242Nm at 1500-3200rpm,Front-Wheel Drive,Dual-Clutch Auto,7,NO,45,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,,Alloys,16-inches,205/65 R16,205/65 R16,Full-size,Discs,Discs,6,1,0,1,1,,1,1,1,1,1,1,1,1,Auto,Front and Rear,Rear,1,1,1,1,0,LED,LED,1,Leatherette,1,0,1,0,0,0,0,0,1,Front,No,No,1,1,1,No,Manual,1,1,1,1,0,1,0,1,1,1,1,1,10.25-inch Touchscreen,1,1,Onboard,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,1,0,,0,1,Yes,1,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,0,0,NO,,,,,,,1,1,0,1,0,0,1,0,1,YES,YES,YES,10.18 s,,,,,,1,1,,,,
Kia Carens, 1.4 turbo-petrol Premium (7-seat)  ,1285000,4540,1800,1708,2780,195,,216,Petrol,Front,1353,"4 cyls, Turbocharged",140hp at 6000rpm,242Nm at 1500-3200rpm,Front-Wheel Drive,Manual,6,NO,45,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,,Steel Rims with Wheel Covers,16-inches,205/65 R16,205/65 R16,Full-size,Discs,Discs,6,1,0,1,1,0,1,1,1,1,0,0,0,0,Manual,Rear,No,1,1,1,1,0,Halogen,No,0,Leatherette and Fabric,0,0,1,0,0,0,0,0,1,No,No,No,1,1,1,No,Manual,1,1,1,0,0,0,0,0,0,0,0,0,No,0,0,No,0,0,0,0,Front and Rear,No,No,0,0,0,0,0,Manual,1,1,0,0,0,1,No,0,0,0,0,0,1,0,Digital,Digital,1,1,1,1,0,1,0,NO,,,,,,,1,1,0,1,0,0,0,0,1,,,,9.71 s,,,,,,1,1,,,,
Kia Carens, 1.4 turbo-petrol Prestige (7-seat)  ,1401000,4540,1800,1708,2780,195,,216,Petrol,Front,1353,"4 cyls, Turbocharged",140hp at 6000rpm,242Nm at 1500-3200rpm,Front-Wheel Drive,Manual,6,NO,45,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,,Steel Rims with Wheel Covers,16-inches,205/65 R16,205/65 R16,Full-size,Discs,Discs,6,1,0,1,1,,1,1,1,1,1,0,0,0,Manual,Front and Rear,Rear,1,1,1,1,0,Halogen,No,0,Leatherette and Fabric,0,0,1,0,0,0,0,0,1,No,No,No,1,1,1,No,Manual,1,1,1,1,0,1,0,1,1,1,1,0,8-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,0,1,0,0,Manual,1,1,0,0,0,1,No,0,0,0,0,0,1,0,Digital,Digital,1,1,1,1,0,1,0,NO,,,,,,,1,1,0,1,0,0,1,0,1,,,,9.71 s,,,,,,1,1,,,,
Kia Carens, 1.4 turbo-petrol Prestige Plus (7-seat)  ,1574000,4540,1800,1708,2780,195,,216,Petrol,Front,1353,"4 cyls, Turbocharged",140hp at 6000rpm,242Nm at 1500-3200rpm,Front-Wheel Drive,Manual,6,NO,45,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,,Alloys,16-inches,205/65 R16,205/65 R16,Full-size,Discs,Discs,6,1,0,1,1,,1,1,1,1,1,0,1,1,Manual,Front and Rear,Rear,1,1,1,1,0,Halogen,LED,0,Leatherette and Fabric,0,0,1,0,0,0,0,0,1,No,No,No,1,1,1,No,Manual,1,1,1,1,0,1,0,1,1,1,1,0,8-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,1,0,,0,1,No,0,0,1,0,0,1,0,Digital,Digital,1,1,1,1,0,1,0,NO,,,,,,,1,1,0,1,0,0,1,0,1,,,,9.71 s,,,,,,1,1,,,,
Kia Carens, 1.4 turbo-petrol Prestige Plus DCT (7-seat)  ,1701000,4540,1800,1708,2780,195,,216,Petrol,Front,1353,"4 cyls, Turbocharged",140hp at 6000rpm,242Nm at 1500-3200rpm,Front-Wheel Drive,Dual-Clutch Auto,7,NO,45,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt,Manual,,Alloys,16-inches,205/65 R16,205/65 R16,Full-size,Discs,Discs,6,1,0,1,1,,1,1,1,1,1,0,1,1,Manual,Front and Rear,Rear,1,1,1,1,0,Halogen,LED,0,Leatherette and Fabric,0,0,1,0,0,0,0,0,1,No,No,No,1,1,1,No,Manual,1,1,1,1,0,1,0,1,1,1,1,0,8-inch Touchscreen,1,1,Phone-based,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,1,0,,0,1,No,0,1,1,0,0,1,0,Digital,Digital,1,1,1,1,1,0,0,NO,,,,,,,1,1,0,1,0,0,1,0,1,YES,YES,NO,10.18 s,,,,,,1,1,,,,
Kia Carens, 1.5 diesel Luxury (7-seat)  ,1785000,4540,1800,1708,2780,195,,216,Diesel,Front,1493,"4 cyls, Turbocharged",115hp at 4000rpm,250Nm at 1500-2750rpm,Front-Wheel Drive,Manual,6,NO,45,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,,Alloys,16-inches,205/65 R16,205/65 R16,Full-size,Discs,Discs,6,1,0,1,1,,1,1,1,1,1,0,1,1,Auto,Front and Rear,Rear,1,1,1,1,0,LED,LED,1,Leatherette,1,0,1,0,0,0,0,0,1,No,No,No,1,1,1,No,Manual,1,1,1,1,0,1,0,1,1,1,1,0,10.25-inch Touchscreen,1,1,Onboard,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,1,0,,0,1,No,1,0,1,0,0,1,0,Digital,Digital,1,1,1,1,0,1,0,NO,,,,,,,1,1,0,1,0,0,1,0,1,,,,,,,,,,1,1,,,,
Kia Carens, 1.5 diesel Luxury Plus (6-seat)  ,1927000,4540,1800,1708,2780,195,,216,Diesel,Front,1493,"4 cyls, Turbocharged",115hp at 4000rpm,250Nm at 1500-2750rpm,Front-Wheel Drive,Manual,6,NO,45,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,,Alloys,16-inches,205/65 R16,205/65 R16,Full-size,Discs,Discs,6,1,0,1,1,,1,1,1,1,1,1,1,1,Auto,Front and Rear,Rear,1,1,1,1,0,LED,LED,1,Leatherette,1,0,1,0,0,0,0,0,1,Front,No,No,1,1,1,Yes,Manual,1,,1,1,0,1,0,1,1,1,1,1,10.25-inch Touchscreen,1,1,Onboard,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,1,0,,0,1,Yes,1,0,1,0,0,1,0,Digital,Digital,1,1,1,1,0,1,0,NO,,,,,,,1,1,0,1,0,0,1,0,1,,,,,,,,,,1,1,,,,
Kia Carens, 1.5 diesel Luxury Plus (7-seat)  ,1927000,4540,1800,1708,2780,195,,216,Diesel,Front,1493,"4 cyls, Turbocharged",115hp at 4000rpm,250Nm at 1500-2750rpm,Front-Wheel Drive,Manual,6,NO,45,,"Independent, MacPherson Strut",Coil Springs,"Non-independent, Torsion Beam",Coil Springs,NO,NO,Electric,Tilt and Telescopic,Manual,,Alloys,16-inches,205/65 R16,205/65 R16,Full-size,Discs,Discs,6,1,0,1,1,,1,1,1,1,1,1,1,1,Auto,Front and Rear,Rear,1,1,1,1,0,LED,LED,1,Leatherette,1,0,1,0,0,0,0,0,1,Front,No,No,1,1,1,No,Manual,1,1,1,1,0,1,0,1,1,1,1,1,10.25-inch Touchscreen,1,1,Onboard,1,0,0,0,Front and Rear,Driver's Window Only,Driver's Window Only,1,1,1,1,1,Auto 1-zone,1,1,0,,0,1,Yes,1,0,1,0,0,1,0,Digital,Digital,1,1,1,1,0,1,0,NO,,,,,,,1,1,0,1,0,0,1,0,1,,,,,,,,,,1,1,,,,
